x,p,F
-7.688442211055277,-9.899497487437186,46.55564253427944
-7.5879396984924625,-9.899497487437186,46.32837554607207
-7.4874371859296485,-9.899497487437186,46.09100780283326
-7.386934673366834,-9.899497487437186,45.84353930456302
-7.28643216080402,-9.899497487437186,45.58597005126133
-7.185929648241206,-9.899497487437186,45.3183000429282
-7.085427135678392,-9.899497487437186,45.04052927956366
-6.984924623115578,-9.899497487437186,44.752657761167654
-6.884422110552764,-9.899497487437186,44.45468548774021
-6.78391959798995,-9.899497487437186,44.14661245928134
-6.683417085427136,-9.899497487437186,43.82843867579102
-6.582914572864322,-9.899497487437186,43.50016413726926
-6.482412060301508,-9.899497487437186,43.16178884371607
-6.381909547738694,-9.899497487437186,42.81331279513144
-6.28140703517588,-9.899497487437186,42.45473599151536
-6.180904522613066,-9.899497487437186,42.08605843286786
-6.080402010050252,-9.899497487437186,41.70728011918891
-5.979899497487437,-9.899497487437186,41.31840105047853
-5.879396984924623,-9.899497487437186,40.919421226736695
-5.7788944723618085,-9.899497487437186,40.51034064796343
-5.6783919597989945,-9.899497487437186,40.09115931415873
-5.57788944723618,-9.899497487437186,39.66187722532259
-5.477386934673366,-9.899497487437186,39.222494381455014
-5.376884422110552,-9.899497487437186,38.77301078255599
-5.276381909547738,-9.899497487437186,38.31342642862554
-5.175879396984924,-9.899497487437186,37.84374131966365
-5.07537688442211,-9.899497487437186,37.36395545567031
-4.974874371859296,-9.899497487437186,36.874068836645534
-4.874371859296482,-9.899497487437186,36.374081462589324
-4.773869346733668,-9.899497487437186,35.863993333501675
-4.673366834170854,-9.899497487437186,35.34380444938259
-4.57286432160804,-9.899497487437186,34.813514810232064
-4.472361809045226,-9.899497487437186,34.273124416050095
-4.371859296482412,-9.899497487437186,33.722633266836695
-4.271356783919598,-9.899497487437186,33.16204136259185
-4.1708542713567835,-9.899497487437186,32.591348703315575
-4.0703517587939695,-9.899497487437186,32.01055528900785
-3.9698492462311554,-9.899497487437186,31.419661119668696
-3.8693467336683414,-9.899497487437186,30.818666195298093
-3.7688442211055273,-9.899497487437186,30.20757051589606
-3.6683417085427132,-9.899497487437186,29.58637408146259
-3.567839195979899,-9.899497487437186,28.95507689199767
-3.467336683417085,-9.899497487437186,28.313678947501323
-3.366834170854271,-9.899497487437186,27.662180247973538
-3.266331658291457,-9.899497487437186,27.000580793414304
-3.165829145728643,-9.899497487437186,26.32888058382364
-3.065326633165829,-9.899497487437186,25.647079619201534
-2.964824120603015,-9.899497487437186,24.95517789954799
-2.8643216080402008,-9.899497487437186,24.253175424863006
-2.7638190954773867,-9.899497487437186,23.541072195146583
-2.6633165829145726,-9.899497487437186,22.818868210398726
-2.5628140703517586,-9.899497487437186,22.086563470619428
-2.4623115577889445,-9.899497487437186,21.34415797580869
-2.3618090452261304,-9.899497487437186,20.591651725966514
-2.2613065326633164,-9.899497487437186,19.829044721092902
-2.1608040201005023,-9.899497487437186,19.05633696118785
-2.0603015075376883,-9.899497487437186,18.273528446251355
-1.9597989949748733,-9.899497487437186,17.48061917628342
-1.8592964824120592,-9.899497487437186,16.67760915128405
-1.7587939698492452,-9.899497487437186,15.864498371253243
-1.6582914572864311,-9.899497487437186,15.041286836190995
-1.557788944723617,-9.899497487437186,14.207974546097311
-1.457286432160803,-9.899497487437186,13.36456150097219
-1.356783919597989,-9.899497487437186,12.511047700815627
-1.2562814070351749,-9.899497487437186,11.647433145627629
-1.1557788944723608,-9.899497487437186,10.773717835408188
-1.0552763819095468,-9.899497487437186,9.88990177015731
-0.9547738693467327,-9.899497487437186,8.995984949874995
-0.8542713567839186,-9.899497487437186,8.09196737456124
-0.7537688442211046,-9.899497487437186,7.177849044216046
-0.6532663316582905,-9.899497487437186,6.253629958839414
-0.5527638190954764,-9.899497487437186,5.319310118431344
-0.4522613065326624,-9.899497487437186,4.374889522991834
-0.3517587939698483,-9.899497487437186,3.420368172520887
-0.25125628140703427,-9.899497487437186,2.455746067018501
-0.1507537688442202,-9.899497487437186,1.481023206484676
-0.05025125628140614,-9.899497487437186,0.49619959091941246
0.05025125628140792,-9.899497487437186,-0.4987247796772897
0.15075376884422198,-9.899497487437186,-1.5037499053054304
0.25125628140703604,-9.899497487437186,-2.5188757859650095
0.3517587939698501,-9.899497487437186,-3.544102421656028
0.45226130653266416,-9.899497487437186,-4.579429812378484
0.5527638190954782,-9.899497487437186,-5.624857958132379
0.6532663316582923,-9.899497487437186,-6.6803868589177124
0.7537688442211063,-9.899497487437186,-7.746016514734485
0.8542713567839204,-9.899497487437186,-8.821746925582696
0.9547738693467345,-9.899497487437186,-9.907578091462346
1.0552763819095485,-9.899497487437186,-11.003510012373432
1.1557788944723626,-9.899497487437186,-12.10954268831596
1.2562814070351767,-9.899497487437186,-13.225676119289925
1.3567839195979907,-9.899497487437186,-14.351910305295329
1.4572864321608048,-9.899497487437186,-15.488245246332173
1.5577889447236188,-9.899497487437186,-16.634680942400454
1.658291457286433,-9.899497487437186,-17.791217393500173
1.758793969849247,-9.899497487437186,-18.957854599631332
1.859296482412061,-9.899497487437186,-20.134592560793926
1.959798994974875,-9.899497487437186,-21.321431276987965
2.060301507537689,-9.899497487437186,-22.518370748213435
2.160804020100503,-9.899497487437186,-23.72541097447035
2.2613065326633173,-9.899497487437186,-24.942551955758702
2.3618090452261313,-9.899497487437186,-26.169793692078493
2.4623115577889454,-9.899497487437186,-27.40713618342972
2.5628140703517595,-9.899497487437186,-28.654579429812387
2.6633165829145735,-9.899497487437186,-29.91212343122649
2.7638190954773876,-9.899497487437186,-31.17976818767204
2.8643216080402016,-9.899497487437186,-32.45751369914902
2.9648241206030157,-9.899497487437186,-33.74535996565744
3.0653266331658298,-9.899497487437186,-35.0433069871973
3.165829145728644,-9.899497487437186,-36.3513547637686
3.266331658291458,-9.899497487437186,-37.669503295371335
3.366834170854272,-9.899497487437186,-38.99775258200552
3.467336683417086,-9.899497487437186,-40.336102623671124
3.5678391959799,-9.899497487437186,-41.68455342036818
3.668341708542714,-9.899497487437186,-43.04310497209667
3.768844221105528,-9.899497487437186,-44.4117572788566
3.8693467336683423,-9.899497487437186,-45.79051034064797
3.9698492462311563,-9.899497487437186,-47.17936415747078
4.07035175879397,-9.899497487437186,-48.57831872932503
4.170854271356784,-9.899497487437186,-49.98737405621071
4.2713567839195985,-9.899497487437186,-51.406530138127835
4.371859296482413,-9.899497487437186,-52.835786975076395
4.472361809045227,-9.899497487437186,-54.275144567056394
4.572864321608041,-9.899497487437186,-55.72460291406783
4.673366834170855,-9.899497487437186,-57.18416201611071
4.773869346733669,-9.899497487437186,-58.653821873185024
4.874371859296483,-9.899497487437186,-60.13358248529079
4.974874371859297,-9.899497487437186,-61.623443852427975
5.075376884422111,-9.899497487437186,-63.12340597459661
5.175879396984925,-9.899497487437186,-64.63346885179668
5.276381909547739,-9.899497487437186,-66.15363248402818
5.376884422110553,-9.899497487437186,-67.68389687129114
5.477386934673367,-9.899497487437186,-69.22426201358552
5.577889447236181,-9.899497487437186,-70.77472791091134
5.678391959798995,-9.899497487437186,-72.3352945632686
5.778894472361809,-9.899497487437186,-73.90596197065732
5.8793969849246235,-9.899497487437186,-75.48673013307746
5.9798994974874375,-9.899497487437186,-77.07759905052903
6.080402010050253,-9.899497487437186,-78.67856872301208
6.180904522613066,-9.899497487437186,-80.28963915052651
6.2814070351758815,-9.899497487437186,-81.91081033307243
6.381909547738694,-9.899497487437186,-83.54208227064973
6.48241206030151,-9.899497487437186,-85.18345496325854
6.582914572864322,-9.899497487437186,-86.83492841089873
6.683417085427138,-9.899497487437186,-88.4965026135704
6.78391959798995,-9.899497487437186,-90.16817757127346
6.884422110552766,-9.899497487437186,-91.84995328400801
6.984924623115578,-9.899497487437186,-93.54182975177395
7.085427135678394,-9.899497487437186,-95.24380697457138
7.185929648241206,-9.899497487437186,-96.9558849524002
7.286432160804022,-9.899497487437186,-98.6780636852605
7.386934673366834,-9.899497487437186,-100.4103431731522
7.48743718592965,-9.899497487437186,-102.15272341607539
7.5879396984924625,-9.899497487437186,-103.90520441402995
7.688442211055278,-9.899497487437186,-105.66778616701602
7.788944723618091,-9.899497487437186,-107.44046867503346
7.8894472361809065,-9.899497487437186,-109.2232519380824
7.989949748743719,-9.899497487437186,-111.01613595616273
8.090452261306535,-9.899497487437186,-112.81912072927454
8.190954773869347,-9.899497487437186,-114.63220625741775
8.291457286432163,-9.899497487437186,-116.45539254059244
8.391959798994975,-9.899497487437186,-118.28867957879852
8.49246231155779,-9.899497487437186,-120.1320673720361
8.592964824120603,-9.899497487437186,-121.98555592030505
8.693467336683419,-9.899497487437186,-123.8491452236055
8.793969849246231,-9.899497487437186,-125.72283528193732
8.894472361809047,-9.899497487437186,-127.60662609530065
8.99497487437186,-9.899497487437186,-129.50051766369538
9.095477386934675,-9.899497487437186,-131.40450998712157
9.195979899497488,-9.899497487437186,-133.31860306557917
9.296482412060303,-9.899497487437186,-135.24279689906825
9.396984924623116,-9.899497487437186,-137.1770914875887
9.497487437185931,-9.899497487437186,-139.12148683114066
9.597989949748744,-9.899497487437186,-141.075982929724
9.69849246231156,-9.899497487437186,-143.04057978333884
9.798994974874372,-9.899497487437186,-145.01527739198505
9.899497487437188,-9.899497487437186,-147.00007575566278
10.0,-9.899497487437186,-148.99497487437185
-10.0,-9.798994974874372,47.989949748743726
-9.899497487437186,-9.798994974874372,48.00510088129087
-9.798994974874372,-9.798994974874372,48.010151258806594
-9.698492462311558,-9.798994974874372,48.00510088129088
-9.597989949748744,-9.798994974874372,47.98994974874372
-9.49748743718593,-9.798994974874372,47.96469786116513
-9.396984924623116,-9.798994974874372,47.92934521855509
-9.296482412060302,-9.798994974874372,47.88389182091362
-9.195979899497488,-9.798994974874372,47.82833766824069
-9.095477386934673,-9.798994974874372,47.76268276053635
-8.99497487437186,-9.798994974874372,47.686927097800556
-8.894472361809045,-9.798994974874372,47.60107068003333
-8.793969849246231,-9.798994974874372,47.50511350723467
-8.693467336683417,-9.798994974874372,47.39905557940457
-8.592964824120603,-9.798994974874372,47.28289689654302
-8.492462311557789,-9.798994974874372,47.15663745865003
-8.391959798994975,-9.798994974874372,47.02027726572561
-8.291457286432161,-9.798994974874372,46.87381631776975
-8.190954773869347,-9.798994974874372,46.717254614782455
-8.090452261306533,-9.798994974874372,46.55059215676372
-7.989949748743719,-9.798994974874372,46.37382894371355
-7.889447236180905,-9.798994974874372,46.18696497563194
-7.788944723618091,-9.798994974874372,45.99000025251887
-7.688442211055277,-9.798994974874372,45.78293477437438
-7.5879396984924625,-9.798994974874372,45.56576854119845
-7.4874371859296485,-9.798994974874372,45.33850155299109
-7.386934673366834,-9.798994974874372,45.101133809752284
-7.28643216080402,-9.798994974874372,44.85366531148203
-7.185929648241206,-9.798994974874372,44.59609605818035
-7.085427135678392,-9.798994974874372,44.328426049847224
-6.984924623115578,-9.798994974874372,44.050655286482666
-6.884422110552764,-9.798994974874372,43.76278376808666
-6.78391959798995,-9.798994974874372,43.46481149465923
-6.683417085427136,-9.798994974874372,43.15673846620035
-6.582914572864322,-9.798994974874372,42.838564682710036
-6.482412060301508,-9.798994974874372,42.510290144188275
-6.381909547738694,-9.798994974874372,42.17191485063509
-6.28140703517588,-9.798994974874372,41.82343880205046
-6.180904522613066,-9.798994974874372,41.46486199843439
-6.080402010050252,-9.798994974874372,41.096184439786875
-5.979899497487437,-9.798994974874372,40.71740612610793
-5.879396984924623,-9.798994974874372,40.32852705739754
-5.7788944723618085,-9.798994974874372,39.92954723365571
-5.6783919597989945,-9.798994974874372,39.520466654882455
-5.57788944723618,-9.798994974874372,39.10128532107775
-5.477386934673366,-9.798994974874372,38.67200323224161
-5.376884422110552,-9.798994974874372,38.23262038837403
-5.276381909547738,-9.798994974874372,37.783136789475016
-5.175879396984924,-9.798994974874372,37.323552435544556
-5.07537688442211,-9.798994974874372,36.85386732658266
-4.974874371859296,-9.798994974874372,36.37408146258933
-4.874371859296482,-9.798994974874372,35.88419484356456
-4.773869346733668,-9.798994974874372,35.38420746950834
-4.673366834170854,-9.798994974874372,34.87411934042069
-4.57286432160804,-9.798994974874372,34.35393045630161
-4.472361809045226,-9.798994974874372,33.82364081715107
-4.371859296482412,-9.798994974874372,33.28325042296912
-4.271356783919598,-9.798994974874372,32.73275927375571
-4.1708542713567835,-9.798994974874372,32.17216736951087
-4.0703517587939695,-9.798994974874372,31.601474710234584
-3.9698492462311554,-9.798994974874372,31.02068129592687
-3.8693467336683414,-9.798994974874372,30.429787126587712
-3.7688442211055273,-9.798994974874372,29.82879220221711
-3.6683417085427132,-9.798994974874372,29.21769652281508
-3.567839195979899,-9.798994974874372,28.596500088381603
-3.467336683417085,-9.798994974874372,27.965202898916694
-3.366834170854271,-9.798994974874372,27.32380495442034
-3.266331658291457,-9.798994974874372,26.67230625489255
-3.165829145728643,-9.798994974874372,26.010706800333324
-3.065326633165829,-9.798994974874372,25.339006590742656
-2.964824120603015,-9.798994974874372,24.65720562612055
-2.8643216080402008,-9.798994974874372,23.965303906467007
-2.7638190954773867,-9.798994974874372,23.263301431782022
-2.6633165829145726,-9.798994974874372,22.551198202065603
-2.5628140703517586,-9.798994974874372,21.828994217317742
-2.4623115577889445,-9.798994974874372,21.096689477538447
-2.3618090452261304,-9.798994974874372,20.354283982727708
-2.2613065326633164,-9.798994974874372,19.601777732885534
-2.1608040201005023,-9.798994974874372,18.83917072801192
-2.0603015075376883,-9.798994974874372,18.066462968106862
-1.9597989949748733,-9.798994974874372,17.283654453170364
-1.8592964824120592,-9.798994974874372,16.490745183202435
-1.7587939698492452,-9.798994974874372,15.687735158203067
-1.6582914572864311,-9.798994974874372,14.87462437817226
-1.557788944723617,-9.798994974874372,14.051412843110013
-1.457286432160803,-9.798994974874372,13.21810055301633
-1.356783919597989,-9.798994974874372,12.374687507891206
-1.2562814070351749,-9.798994974874372,11.521173707734645
-1.1557788944723608,-9.798994974874372,10.657559152546645
-1.0552763819095468,-9.798994974874372,9.783843842327206
-0.9547738693467327,-9.798994974874372,8.900027777076328
-0.8542713567839186,-9.798994974874372,8.006110956794013
-0.7537688442211046,-9.798994974874372,7.102093381480257
-0.6532663316582905,-9.798994974874372,6.187975051135064
-0.5527638190954764,-9.798994974874372,5.263755965758431
-0.4522613065326624,-9.798994974874372,4.329436125350361
-0.3517587939698483,-9.798994974874372,3.385015529910852
-0.25125628140703427,-9.798994974874372,2.4304941794399046
-0.1507537688442202,-9.798994974874372,1.4658720739375182
-0.05025125628140614,-9.798994974874372,0.4911492134036932
0.05025125628140792,-9.798994974874372,-0.4936744021615703
0.15075376884422198,-9.798994974874372,-1.4885987727582726
0.25125628140703604,-9.798994974874372,-2.493623898386413
0.3517587939698501,-9.798994974874372,-3.5087497790459925
0.45226130653266416,-9.798994974874372,-4.53397641473701
0.5527638190954782,-9.798994974874372,-5.569303805459467
0.6532663316582923,-9.798994974874372,-6.614731951213361
0.7537688442211063,-9.798994974874372,-7.670260851998696
0.8542713567839204,-9.798994974874372,-8.735890507815467
0.9547738693467345,-9.798994974874372,-9.81162091866368
1.0552763819095485,-9.798994974874372,-10.897452084543328
1.1557788944723626,-9.798994974874372,-11.993384005454416
1.2562814070351767,-9.798994974874372,-13.099416681396944
1.3567839195979907,-9.798994974874372,-14.215550112370908
1.4572864321608048,-9.798994974874372,-15.341784298376313
1.5577889447236188,-9.798994974874372,-16.478119239413154
1.658291457286433,-9.798994974874372,-17.624554935481438
1.758793969849247,-9.798994974874372,-18.781091386581153
1.859296482412061,-9.798994974874372,-19.947728592712316
1.959798994974875,-9.798994974874372,-21.12446655387491
2.060301507537689,-9.798994974874372,-22.311305270068946
2.160804020100503,-9.798994974874372,-23.50824474129442
2.2613065326633173,-9.798994974874372,-24.715284967551334
2.3618090452261313,-9.798994974874372,-25.932425948839686
2.4623115577889454,-9.798994974874372,-27.159667685159473
2.5628140703517595,-9.798994974874372,-28.397010176510705
2.6633165829145735,-9.798994974874372,-29.64445342289337
2.7638190954773876,-9.798994974874372,-30.901997424307474
2.8643216080402016,-9.798994974874372,-32.169642180753016
2.9648241206030157,-9.798994974874372,-33.44738769223
3.0653266331658298,-9.798994974874372,-34.73523395873842
3.165829145728644,-9.798994974874372,-36.03318098027828
3.266331658291458,-9.798994974874372,-37.34122875684958
3.366834170854272,-9.798994974874372,-38.65937728845232
3.467336683417086,-9.798994974874372,-39.987626575086495
3.5678391959799,-9.798994974874372,-41.32597661675211
3.668341708542714,-9.798994974874372,-42.67442741344916
3.768844221105528,-9.798994974874372,-44.032978965177655
3.8693467336683423,-9.798994974874372,-45.40163127193759
3.9698492462311563,-9.798994974874372,-46.78038433372895
4.07035175879397,-9.798994974874372,-48.16923815055176
4.170854271356784,-9.798994974874372,-49.56819272240601
4.2713567839195985,-9.798994974874372,-50.97724804929169
4.371859296482413,-9.798994974874372,-52.39640413120881
4.472361809045227,-9.798994974874372,-53.82566096815738
4.572864321608041,-9.798994974874372,-55.26501856013738
4.673366834170855,-9.798994974874372,-56.714476907148814
4.773869346733669,-9.798994974874372,-58.17403600919169
4.874371859296483,-9.798994974874372,-59.643695866266015
4.974874371859297,-9.798994974874372,-61.123456478371764
5.075376884422111,-9.798994974874372,-62.61331784550896
5.175879396984925,-9.798994974874372,-64.1132799676776
5.276381909547739,-9.798994974874372,-65.62334284487767
5.376884422110553,-9.798994974874372,-67.14350647710917
5.477386934673367,-9.798994974874372,-68.67377086437212
5.577889447236181,-9.798994974874372,-70.21413600666651
5.678391959798995,-9.798994974874372,-71.76460190399233
5.778894472361809,-9.798994974874372,-73.3251685563496
5.8793969849246235,-9.798994974874372,-74.8958359637383
5.9798994974874375,-9.798994974874372,-76.47660412615843
6.080402010050253,-9.798994974874372,-78.06747304361005
